dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,226,mall::::mall-demo/pom.xml::::project::::parent_mall::::version::::version:1.0-SNAPSHOT <-> mall::::pom.xml::::project::::version::::version:1.0-SNAPSHOT,mall,project.parent_mall.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-demo/pom.xml,maven,project.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,version is inherited from parent
value-equality,227,mall::::document/docker/docker-compose-app.yml::::services::::mall-admin::::volumes::::/etc/localtime:/etc/localtime <-> mall::::document/docker/docker-compose-app.yml::::services::::mall-search::::volumes::::/etc/localtime:/etc/localtime,mall,services.mall-admin.volumes,/etc/localtime:/etc/localtime,ConfigType.UNKNOWN,document/docker/docker-compose-app.yml,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,ConfigType.UNKNOWN,document/docker/docker-compose-app.yml,docker-compose,correct,Borderline,FALSE,Independent Components,Different Services,different services can have different volumes
value-equality,228,mall::::mall-admin/src/main/resources/application-dev.yml::::minio.bucketName::::mall <-> mall::::mall-mbg/pom.xml::::project::::parent_mall::::artifactId::::mall,mall,minio.bucketName,mall,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-dev.yml,spring,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-mbg/pom.xml,maven,correct,Borderline,FALSE,Generic Names,Names,different options that are not related
value-equality,229,mall::::mall-admin/src/main/resources/application-dev.yml::::minio.bucketName::::mall <-> mall::::mall-portal/src/main/resources/application-prod.yml::::spring.rabbitmq.password::::mall,mall,minio.bucketName,mall,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-dev.yml,spring,spring.rabbitmq.password,mall,ConfigType.PASSWORD,mall-portal/src/main/resources/application-prod.yml,spring,correct,FALSE,FALSE,Generic Names,Names,different options that are not related
value-equality,230,mall::::mall-portal/pom.xml::::project::::dependencies::::dependency_mall-security::::artifactId::::mall-security <-> mall::::mall-security/pom.xml::::project::::artifactId::::mall-security,mall,project.dependencies.dependency_mall-security.artifactId,mall-security,ConfigType.NAME,mall-portal/pom.xml,maven,project.artifactId,mall-security,ConfigType.NAME,mall-security/pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Module as Dependency,module as dependency with same artifact
value-equality,231,mall::::mall-admin/src/main/resources/application-prod.yml::::spring.datasource.druid.stat-view-servlet.login-password::::druid <-> mall::::mall-admin/src/main/resources/application-prod.yml::::spring.datasource.druid.stat-view-servlet.login-username::::druid,mall,spring.datasource.druid.stat-view-servlet.login-password,druid,ConfigType.VERSION_NUMBER,mall-admin/src/main/resources/application-prod.yml,spring,spring.datasource.druid.stat-view-servlet.login-username,druid,ConfigType.VERSION_NUMBER,mall-admin/src/main/resources/application-prod.yml,spring,correct,FALSE,FALSE,Datasource,Datasource,modules actually do not share datasource unless explcitly stated
value-equality,232,mall::::document/docker/docker-compose-env.yml::::services::::minio::::ports::::in::::9001 <-> mall::::document/docker/docker-compose-env.yml::::services::::minio::::ports::::out::::9001,mall,services.minio.ports.in,9001,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,services.minio.ports.out,9001,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,correct,Borderline,FALSE,Port,Port,host and container port can be different
value-equality,233,mall::::mall-search/src/main/resources/application-dev.yml::::spring.datasource.password::::root <-> mall::::mall-search/src/main/resources/application-dev.yml::::spring.datasource.username::::root,mall,spring.datasource.password,root,ConfigType.PASSWORD,mall-search/src/main/resources/application-dev.yml,spring,spring.datasource.username,root,ConfigType.USERNAME,mall-search/src/main/resources/application-dev.yml,spring,correct,FALSE,FALSE,Datasource,Datasource,different options that are not related
value-equality,234,mall::::mall-admin/pom.xml::::project::::parent_mall::::artifactId::::mall <-> mall::::mall-portal/pom.xml::::project::::parent_mall::::artifactId::::mall,mall,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-admin/pom.xml,maven,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-portal/pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,submodules have to specify artifatId of parent module
value-equality,235,mall::::mall-admin/src/main/resources/application-prod.yml::::minio.bucketName::::mall <-> mall::::mall-common/pom.xml::::project::::parent_mall::::artifactId::::mall,mall,minio.bucketName,mall,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-prod.yml,spring,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-common/pom.xml,maven,correct,Borderline,FALSE,Generic Names,Names,different options that are not related
value-equality,236,mall::::mall-admin/pom.xml::::project::::packaging::::jar <-> mall::::mall-security/pom.xml::::project::::packaging::::jar,mall,project.packaging,jar,ConfigType.TYPE,mall-admin/pom.xml,maven,project.packaging,jar,ConfigType.TYPE,mall-security/pom.xml,maven,correct,FALSE,FALSE,Multi-Maven-Modules,Packaging Format,packaging can be different
value-equality,237,mall::::document/docker/docker-compose-env.yml::::services::::elasticsearch::::ports::::in::::9200 <-> mall::::document/docker/docker-compose-env.yml::::services::::elasticsearch::::ports::::out::::9200,mall,services.elasticsearch.ports.in,9200,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,services.elasticsearch.ports.out,9200,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,correct,Borderline,FALSE,Port,Port,host and container port can be different
,238,mall::::mall-common/pom.xml::::project::::parent_mall::::version::::version:1.0-SNAPSHOT <-> mall::::mall-portal/pom.xml::::project::::parent_mall::::version::::version:1.0-SNAPSHOT,mall,project.parent_mall.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-common/pom.xml,maven,project.parent_mall.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-portal/pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Inheritance,submodules inherit version from parent module
value-equality,239,mall::::mall-security/pom.xml::::project::::dependencies::::dependency_jjwt::::artifactId::::jjwt <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_jjwt::::artifactId::::jjwt,mall,project.dependencies.dependency_jjwt.artifactId,jjwt,ConfigType.NAME,mall-security/pom.xml,maven,project.dependencyManagement.dependencies.dependency_jjwt.artifactId,jjwt,ConfigType.NAME,pom.xml,maven,correct,TRUE,TRUE,Libraries,Maven Dependency,same dependency same artifactID
value-equality,240,mall::::mall-common/pom.xml::::project::::parent_mall::::groupId::::com.macro.mall <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-mbg::::groupId::::com.macro.mall,mall,project.parent_mall.groupId,com.macro.mall,ConfigType.NAME,mall-common/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,ConfigType.NAME,pom.xml,maven,correct,Borderline,FALSE,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,241,mall::::mall-search/pom.xml::::project::::artifactId::::mall-search <-> mall::::pom.xml::::project::::modules::::module::::mall-search,mall,project.artifactId,mall-search,ConfigType.NAME,mall-search/pom.xml,maven,project.modules.module,mall-search,ConfigType.NAME,pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,242,mall::::mall-admin/pom.xml::::project::::dependencies::::dependency_mall-mbg::::artifactId::::mall-mbg <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-mbg::::artifactId::::mall-mbg,mall,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,ConfigType.NAME,mall-admin/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,mall-mbg,ConfigType.NAME,pom.xml,maven,correct,TRUE,TRUE,Libraries,Maven Dependency,same dependency same artifactID
value-equality,243,mall::::mall-demo/pom.xml::::project::::groupId::::com.macro.mall <-> mall::::mall-mbg/pom.xml::::project::::parent_mall::::groupId::::com.macro.mall,mall,project.groupId,com.macro.mall,ConfigType.NAME,mall-demo/pom.xml,maven,project.parent_mall.groupId,com.macro.mall,ConfigType.NAME,mall-mbg/pom.xml,maven,correct,FALSE,FALSE,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,244,mall::::mall-admin/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> mall::::mall-mbg/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,mall,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-admin/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-mbg/pom.xml,maven,correct,TRUE,TRUE,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,245,mall::::mall-admin/pom.xml::::project::::parent_mall::::version::::version:1.0-SNAPSHOT <-> mall::::mall-portal/pom.xml::::project::::version::::version:1.0-SNAPSHOT,mall,project.parent_mall.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-admin/pom.xml,maven,project.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-portal/pom.xml,maven,correct,Borderline,FALSE,Version Numbers,Project Version,"different modules can have different version, for consistency should be equal"
value-equality,246,mall::::document/docker/docker-compose-env.yml::::services::::logstash::::container_name::::logstash <-> mall::::mall-portal/src/main/resources/application-prod.yml::::logstash.host::::logstash,mall,services.logstash.container_name,logstash,ConfigType.NAME,document/docker/docker-compose-env.yml,docker-compose,logstash.host,logstash,ConfigType.URL,mall-portal/src/main/resources/application-prod.yml,spring,partially,FALSE,FALSE,Generic Names,Names,different options that are not related
value-equality,247,mall::::mall-admin/src/main/resources/application-prod.yml::::spring.datasource.druid.min-idle::::10 <-> mall::::mall-search/src/main/resources/application-prod.yml::::spring.datasource.druid.min-idle::::10,mall,spring.datasource.druid.min-idle,10,ConfigType.VERSION_NUMBER,mall-admin/src/main/resources/application-prod.yml,spring,spring.datasource.druid.min-idle,10,ConfigType.VERSION_NUMBER,mall-search/src/main/resources/application-prod.yml,spring,wrong,Borderline,FALSE,Datasource,Datasource,modules actually do not share datasource unless explcitly stated
value-equality,248,mall::::mall-admin/src/main/resources/application-dev.yml::::logging.level.root::::info <-> mall::::mall-portal/src/main/resources/application-prod.yml::::logging.level.root::::info,mall,logging.level.root,info,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-dev.yml,spring,logging.level.root,info,ConfigType.UNKNOWN,mall-portal/src/main/resources/application-prod.yml,spring,correct,FALSE,FALSE,Others,Logging Level,logging levels can be different 
value-equality,249,mall::::document/docker/docker-compose-app.yml::::services::::mall-portal::::container_name::::mall-portal <-> mall::::mall-portal/pom.xml::::project::::name::::mall-portal,mall,services.mall-portal.container_name,mall-portal,ConfigType.NAME,document/docker/docker-compose-app.yml,docker-compose,project.name,mall-portal,ConfigType.NAME,mall-portal/pom.xml,maven,correct,FALSE,FALSE,Generic Names,Names,different options that are not related
value-equality,250,music-website::::music-client/tsconfig.json::::compilerOptions::::esModuleInterop::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::useDefineForClassFields::::True,music-website,compilerOptions.esModuleInterop,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.useDefineForClassFields,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,251,music-website::::music-server/pom.xml::::project::::properties::::java.version::::1.8 <-> music-website::::music-server/pom.xml::::project::::properties::::maven.compiler.source::::1.8,music-website,project.properties.java.version,1.8,ConfigType.VERSION_NUMBER,music-server/pom.xml,maven,project.properties.maven.compiler.source,1.8,ConfigType.VERSION_NUMBER,music-server/pom.xml,maven,correct,TRUE,TRUE,Version Numbers,JAVA Version,java and compiler version need to be consistent
value-equality,252,music-website::::music-server/src/main/resources/application-dev.properties::::minio.access-key::::root <-> music-website::::music-server/src/main/resources/application-prod.properties::::spring.datasource.username::::root,music-website,minio.access-key,root,ConfigType.UNKNOWN,music-server/src/main/resources/application-dev.properties,spring,spring.datasource.username,root,ConfigType.USERNAME,music-server/src/main/resources/application-prod.properties,spring,correct,FALSE,FALSE,Others,Environments,different options that are not related
value-equality,253,music-website::::music-manage/tsconfig.json::::compilerOptions::::skipLibCheck::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::sourceMap::::True,music-website,compilerOptions.skipLibCheck,TRUE,ConfigType.IP_ADDRESS,music-manage/tsconfig.json,tsconfig,compilerOptions.sourceMap,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,254,music-website::::music-client/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::strict::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.strict,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,255,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-devtools::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,256,music-website::::music-server/src/main/resources/application.properties::::spring.redis.database::::0 <-> music-website::::music-server/src/main/resources/application.properties::::spring.redis.lettuce.pool.min-idle::::0,music-website,spring.redis.database,0,ConfigType.NAME,music-server/src/main/resources/application.properties,spring,spring.redis.lettuce.pool.min-idle,0,ConfigType.ID,music-server/src/main/resources/application.properties,spring,partially,FALSE,FALSE,Integers,Number,different options that are not related
value-equality,257,music-website::::music-client/tsconfig.json::::compilerOptions::::skipLibCheck::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::sourceMap::::True,music-website,compilerOptions.skipLibCheck,TRUE,ConfigType.IP_ADDRESS,music-client/tsconfig.json,tsconfig,compilerOptions.sourceMap,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,258,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-mail::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::exclusions::::exclusion_spring-boot-starter-logging::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.exclusions.exclusion_spring-boot-starter-logging.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,259,music-website::::music-client/tsconfig.json::::compilerOptions::::module::::esnext <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::target::::esnext,music-website,compilerOptions.module,esnext,ConfigType.UNKNOWN,music-client/tsconfig.json,tsconfig,compilerOptions.target,esnext,ConfigType.VERSION_NUMBER,music-manage/tsconfig.json,tsconfig,partially,FALSE,FALSE,Others,Others,same options but in different modules
value-equality,260,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::parent_spring-boot-starter-parent::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,261,music-website::::music-server/src/main/resources/application-dev.properties::::spring.datasource.username::::root <-> music-website::::music-server/src/main/resources/application-prod.properties::::spring.datasource.username::::root,music-website,spring.datasource.username,root,ConfigType.USERNAME,music-server/src/main/resources/application-dev.properties,spring,spring.datasource.username,root,ConfigType.USERNAME,music-server/src/main/resources/application-prod.properties,spring,correct,FALSE,FALSE,Datasource,Datasource,prod and dev environment actually do not share datasource
value-equality,262,music-website::::music-client/package.json::::devDependencies::::@vue/eslint-config-typescript::::@vue/eslint-config-typescript:^9.1.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/eslint-config-typescript::::@vue/eslint-config-typescript:^9.1.0,music-website,devDependencies.@vue/eslint-config-typescript,@vue/eslint-config-typescript:^9.1.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/eslint-config-typescript,@vue/eslint-config-typescript:^9.1.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,FALSE,Version Numbers,Library,"modules can import different versions of the same depndency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,263,music-website::::music-client/tsconfig.json::::compilerOptions::::module::::esnext <-> music-website::::music-client/tsconfig.json::::compilerOptions::::target::::esnext,music-website,compilerOptions.module,esnext,ConfigType.UNKNOWN,music-client/tsconfig.json,tsconfig,compilerOptions.target,esnext,ConfigType.VERSION_NUMBER,music-client/tsconfig.json,tsconfig,partially,FALSE,FALSE,Others,Others,different options that are not related
,264,music-website::::music-server/docker-server/docker-compose.yml::::services::::db::::environment::::MYSQL_PASSWORD::::123456 <-> music-website::::music-server/docker-server/docker-compose.yml::::services::::db::::environment::::MYSQL_ROOT_PASSWORD::::123456,music-website,services.db.environment.MYSQL_PASSWORD,123456,ConfigType.PASSWORD,music-server/docker-server/docker-compose.yml,docker-compose,services.db.environment.MYSQL_ROOT_PASSWORD,123456,ConfigType.PASSWORD,music-server/docker-server/docker-compose.yml,docker-compose,correct,Borderline,TRUE,Datasource,Datasource,same passwort for different users
value-equality,265,music-website::::music-server/docker-server/docker-compose.yml::::services::::db::::environment::::MYSQL_ROOT_PASSWORD::::123456 <-> music-website::::music-server/src/main/resources/application-dev.properties::::spring.datasource.password::::123456,music-website,services.db.environment.MYSQL_ROOT_PASSWORD,123456,ConfigType.PASSWORD,music-server/docker-server/docker-compose.yml,docker-compose,spring.datasource.password,123456,ConfigType.PASSWORD,music-server/src/main/resources/application-dev.properties,spring,correct,Borderline,TRUE,Datasource,Datasource,"if its the same datasource then probably true, if different user or different datasource probably false"
value-equality,266,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,267,music-website::::music-server/src/main/resources/application.yml::::mail.address::::None <-> music-website::::music-server/src/main/resources/application.yml::::spring.mail.password::::None,music-website,mail.address,None,ConfigType.IP_ADDRESS,music-server/src/main/resources/application.yml,spring,spring.mail.password,None,ConfigType.PASSWORD,music-server/src/main/resources/application.yml,spring,partially,FALSE,FALSE,Generic Names,Names,different options that are not related
,268,music-website::::music-client/tsconfig.json::::include::::include/src/**/*.ts::::src/**/*.ts <-> music-website::::music-manage/tsconfig.json::::include::::include/src/**/*.ts::::src/**/*.ts,music-website,include.include/src/**/*.ts,src/**/*.ts,ConfigType.PATH,music-client/tsconfig.json,tsconfig,include.include/src/**/*.ts,src/**/*.ts,ConfigType.PATH,music-manage/tsconfig.json,tsconfig,correct,Borderline,FALSE,Others,Others,"same options but different modules, maybe identical for consistency"
value-equality,269,music-website::::music-client/tsconfig.json::::compilerOptions::::useDefineForClassFields::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::skipLibCheck::::True,music-website,compilerOptions.useDefineForClassFields,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.skipLibCheck,TRUE,ConfigType.IP_ADDRESS,music-manage/tsconfig.json,tsconfig,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,270,music-website::::music-client/tsconfig.json::::compilerOptions::::esModuleInterop::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::strict::::True,music-website,compilerOptions.esModuleInterop,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.strict,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,271,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-log4j::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-log4j.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,272,music-website::::music-server/docker-server/docker-compose.yml::::services::::web::::ports::::out::::8888 <-> music-website::::music-server/src/main/resources/application.properties::::server.port::::8888,music-website,services.web.ports.out,8888,ConfigType.PORT,music-server/docker-server/docker-compose.yml,docker-compose,server.port,8888,ConfigType.PORT,music-server/src/main/resources/application.properties,spring,correct,TRUE,TRUE,Port,Port,ports have to be equal
value-equality,273,music-website::::music-client/tsconfig.json::::compilerOptions::::sourceMap::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True,music-website,compilerOptions.sourceMap,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,274,music-website::::music-client/package.json::::devDependencies::::@vue/cli-plugin-babel::::@vue/cli-plugin-babel:~5.0.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/cli-plugin-babel::::@vue/cli-plugin-babel:~5.0.0,music-website,devDependencies.@vue/cli-plugin-babel,@vue/cli-plugin-babel:~5.0.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/cli-plugin-babel,@vue/cli-plugin-babel:~5.0.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,FALSE,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,275,music-website::::music-client/package.json::::dependencies::::core-js::::core-js:^3.8.3 <-> music-website::::music-manage/package.json::::dependencies::::core-js::::core-js:^3.8.3,music-website,dependencies.core-js,core-js:^3.8.3,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,dependencies.core-js,core-js:^3.8.3,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,FALSE,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,276,music-website::::music-client/package.json::::devDependencies::::@vue/cli-plugin-router::::@vue/cli-plugin-router:~5.0.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/cli-plugin-router::::@vue/cli-plugin-router:~5.0.0,music-website,devDependencies.@vue/cli-plugin-router,@vue/cli-plugin-router:~5.0.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/cli-plugin-router,@vue/cli-plugin-router:~5.0.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,FALSE,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,277,music-website::::music-client/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::forceConsistentCasingInFileNames::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,ConfigType.PATH,music-client/tsconfig.json,tsconfig,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,278,music-website::::music-manage/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::forceConsistentCasingInFileNames::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,ConfigType.PATH,music-manage/tsconfig.json,tsconfig,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,279,music-website::::music-server/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-log4j::::groupId::::org.springframework.boot,music-website,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-log4j.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Others,Others,dependency and plugin do not depend on each other
value-equality,280,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-mail::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,281,music-website::::music-client/tsconfig.json::::compilerOptions::::sourceMap::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::useDefineForClassFields::::True,music-website,compilerOptions.sourceMap,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.useDefineForClassFields,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
,282,music-website::::music-client/package.json::::devDependencies::::typescript::::typescript:~4.5.5 <-> music-website::::music-manage/package.json::::devDependencies::::typescript::::typescript:~4.5.5,music-website,devDependencies.typescript,typescript:~4.5.5,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.typescript,typescript:~4.5.5,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,FALSE,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
