index,rating,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,llama3:8b,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
363,False,FP,TN,FP,TN,pig,CMD.param5,pig-boot/Dockerfile,app.jar,PATH,docker,CMD.param5,app.jar,pig-upms/pig-upms-biz/Dockerfile,PATH,docker,2
365,False,TN,TN,FP,TN,pig,services.pig-upms.hostname,docker-compose.yml,pig-upms,NAME,docker-compose,project.parent_pig-upms.artifactId,pig-upms,pig-upms/pig-upms-api/pom.xml,NAME,maven,1
366,False,FP,TN,TN,TN,pig,project.packaging,pig-boot/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-seata/pom.xml,TYPE,maven,1
367,True,TP,FN,TP,TP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-swagger/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven,1
368,False,TN,TN,FP,TN,pig,project.packaging,pig-boot/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-register/pom.xml,TYPE,maven,1
369,True,FN,TP,TP,TP,pig,project.parent_pig-common.groupId,pig-common/pig-common-log/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig.groupId,com.pig4cloud,pig-upms/pom.xml,NAME,maven,1
371,True,TP,TP,FN,TP,pig,services.pig-monitor.networks,docker-compose.yml,spring_cloud_default,UNKNOWN,docker-compose,services.pig-mysql.networks,spring_cloud_default,docker-compose.yml,UNKNOWN,docker-compose,1
372,False,FP,TN,FP,TN,pig,ENV.TZ,pig-register/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-codegen/Dockerfile,ENVIRONMENT,docker,2
373,False,FP,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_mybatis-plus-extension.groupId,com.baomidou,pig-common/pig-common-mybatis/pom.xml,NAME,maven,2
374,True,FN,TP,TP,TP,pig,services.pig-auth.networks,docker-compose.yml,spring_cloud_default,UNKNOWN,docker-compose,services.pig-mysql.networks,spring_cloud_default,docker-compose.yml,UNKNOWN,docker-compose,1
375,True,TP,FN,TP,FN,pig,project.dependencies.dependency_caffeine.artifactId,pig-common/pig-common-feign/pom.xml,caffeine,NAME,maven,project.dependencies.dependency_caffeine.artifactId,caffeine,pig-gateway/pom.xml,NAME,maven,2
378,True,TP,FN,FN,TP,pig,project.properties.maven.compiler.source,pom.xml,17,VERSION_NUMBER,maven,project.properties.maven.compiler.target,17,pom.xml,VERSION_NUMBER,maven,2
379,False,TN,TN,FP,TN,pig,project.dependencies.dependency_pig-upms-api.groupId,pig-auth/pom.xml,com.pig4cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_pig-common-swagger.groupId,com.pig4cloud,pig-common/pig-common-bom/pom.xml,NAME,maven,1
380,True,FN,TP,TP,TP,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-common/pig-common-feign/pom.xml,VERSION_NUMBER,maven,1
382,True,TP,TP,TP,FN,pig,project.artifactId,pig-common/pig-common-swagger/pom.xml,pig-common-swagger,NAME,maven,project.dependencies.dependency_pig-common-swagger.artifactId,pig-common-swagger,pig-visual/pig-quartz/pom.xml,NAME,maven,1
386,False,FP,TN,FP,FP,pig,ENV.TZ,pig-auth/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-quartz/Dockerfile,ENVIRONMENT,docker,3
387,False,TN,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_pig-common-datasource.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-common/pig-common-log/pom.xml,NAME,maven,1
388,False,TN,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_dynamic-datasource-spring-boot3-starter.groupId,com.baomidou,pig-common/pig-common-datasource/pom.xml,NAME,maven,1
389,True,TP,TP,TP,FN,pig,project.modelVersion,pig-common/pig-common-feign/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-common/pig-common-security/pom.xml,VERSION_NUMBER,maven,1
391,False,TN,TN,FP,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
392,False,TN,TN,FP,TN,pig,CMD.param2,pig-upms/pig-upms-biz/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-visual/pig-codegen/Dockerfile,UNKNOWN,docker,1
393,False,TN,TN,FP,FP,pig,project.packaging,pig-common/pig-common-feign/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-mybatis/pom.xml,TYPE,maven,2
394,False,FP,TN,FP,FP,pig,FROM,pig-boot/Dockerfile,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,UNKNOWN,docker,FROM,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,pig-visual/pig-monitor/Dockerfile,UNKNOWN,docker,3
395,False,FP,TN,TN,FP,pig,project.dependencies.dependency_pig-common-swagger.groupId,pig-boot/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig-common.groupId,com.pig4cloud,pig-common/pig-common-oss/pom.xml,NAME,maven,2
396,False,FP,TN,TN,TN,pig,project.dependencies.dependency_pig-common-core.groupId,pig-gateway/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-datasource.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,1
397,False,TN,FP,FP,FP,pig,project.parent_pig-common.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven,3
398,False,TN,TN,FP,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-feign/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
399,False,FP,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_pig-common-security.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-gateway/pom.xml,NAME,maven,2
401,True,TP,TP,TP,FN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_spring-boot-admin-server.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven,1
402,False,FP,TN,FP,TN,spring-boot-admin,project.profiles.profile_coverage.build.plugins.plugin_jacoco-maven-plugin.artifactId,pom.xml,jacoco-maven-plugin,NAME,maven,project.profiles.profile_travis.build.plugins.plugin_jacoco-maven-plugin.artifactId,jacoco-maven-plugin,spring-boot-admin-samples/pom.xml,NAME,maven,2
403,True,TP,FN,TP,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-security.groupId,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,spring-boot-admin-samples/spring-boot-admin-sample-servlet/pom.xml,NAME,maven,2
404,False,FP,TN,TN,TN,spring-boot-admin,project.profiles.profile_nativeTest.dependencies.dependency_junit-platform-launcher.scope,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,spring-boot-admin-server-cloud/pom.xml,UNKNOWN,maven,1
405,False,FP,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,spring-boot-admin-samples/spring-boot-admin-sample-war/pom.xml,FALSE,VERSION_NUMBER,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,FALSE,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,VERSION_NUMBER,maven,1
407,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.optional,spring-boot-admin-server-ui/pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.configuration.skip,TRUE,spring-boot-admin-server-ui/pom.xml,IP_ADDRESS,maven,1
408,False,TN,FP,TN,FP,spring-boot-admin,management.endpoints.web.path-mapping.health,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,/ping,PATH,spring,spring.cloud.consul.discovery.metadata.health-path,/ping,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,PATH,spring,2
412,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-install-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
414,True,FN,FN,TP,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,spring-boot-admin-server-ui/pom.xml,NAME,maven,3
415,False,TN,TN,FP,TN,spring-boot-admin,project.packaging,spring-boot-admin-docs/pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,spring-boot-admin-samples/pom.xml,TYPE,maven,1
417,True,FN,TP,TP,TP,spring-boot-admin,project.artifactId,spring-boot-admin-samples/pom.xml,spring-boot-admin-samples,NAME,maven,project.parent_spring-boot-admin-samples.artifactId,spring-boot-admin-samples,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,NAME,maven,1
418,True,TP,TP,TP,FN,spring-boot-admin,project.parent_spring-boot-admin-samples.relativePath,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,..,PATH,maven,project.parent_spring-boot-admin-samples.relativePath,..,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,PATH,maven,1
419,True,TP,FN,FN,FN,spring-boot-admin,project.dependencies.dependency_lombok.artifactId,spring-boot-admin-client/pom.xml,lombok,NAME,maven,project.dependencies.dependency_lombok.artifactId,lombok,spring-boot-admin-server/pom.xml,NAME,maven,3
425,True,FN,FN,FN,TP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_frontend-maven-plugin.artifactId,pom.xml,frontend-maven-plugin,NAME,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,spring-boot-admin-server-ui/pom.xml,NAME,maven,3
426,False,FP,TN,TN,FP,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven,2
428,False,FP,TN,TN,TN,spring-boot-admin,project.parent_spring-boot-admin-dependencies.groupId,spring-boot-admin-build/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-starter-client.groupId,de.codecentric,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,NAME,maven,1
429,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-consul-discovery.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-kubernetes-client.groupId,org.springframework.cloud,spring-boot-admin-server-cloud/pom.xml,NAME,maven,1
434,True,TP,TP,TP,FN,spring-boot-admin,project.dependencies.dependency_reactor-test.groupId,spring-boot-admin-server-cloud/pom.xml,io.projectreactor,NAME,maven,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,spring-boot-admin-server/pom.xml,NAME,maven,1
435,False,FP,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-test.scope,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,spring-boot-admin-server-cloud/pom.xml,UNKNOWN,maven,1
437,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-javadoc-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
438,False,TN,TN,FP,TN,spring-boot-admin,project.profiles.profile_native.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,repackage,UNKNOWN,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,UNKNOWN,maven,1
440,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,spring-boot-admin-build/pom.xml,NAME,maven,1
443,False,TN,TN,TN,FP,spring-boot-admin,project.parent_spring-boot-admin-build.groupId,spring-boot-admin-client/pom.xml,de.codecentric,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-admin-starter-server.groupId,de.codecentric,spring-boot-admin-dependencies/pom.xml,NAME,maven,1
445,False,FP,TN,TN,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-dependency-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
446,False,FP,TN,FP,TN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,spring-boot-admin-build/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-webflux.scope,test,spring-boot-admin-client/pom.xml,UNKNOWN,maven,2
447,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-configuration-processor.optional,spring-boot-admin-server-cloud/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_maven-clean-plugin.executions.execution_auto-clean.configuration.excludeDefaultDirectories,TRUE,spring-boot-admin-server-ui/pom.xml,BOOLEAN,maven,1
448,False,TN,TN,FP,TN,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.parent_spring-boot-admin-samples.groupId,de.codecentric,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,NAME,maven,1
449,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-source-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
450,False,FP,TN,FP,FP,Spring-Cloud-Platform,project.parent_ace-security.version,ace-gate/pom.xml,version:2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ace-modules/ace-tool/pom.xml,VERSION_NUMBER,maven,3
451,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.groupId,ace-modules/ace-admin/pom.xml,com.alibaba,NAME,maven,project.dependencies.dependency_fastjson.groupId,com.alibaba,ace-modules/ace-sample/pom.xml,NAME,maven,1
452,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-loadbalancer.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.groupId,org.springframework.cloud,pom.xml,NAME,maven,2
454,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.build.plugins.plugin_mybatis-generator-maven-plugin.dependencies.dependency_mapper.groupId,ace-modules/ace-admin/pom.xml,tk.mybatis,NAME,maven,project.dependencies.dependency_mapper-spring-boot-starter.groupId,tk.mybatis,ace-modules/ace-generator/pom.xml,NAME,maven,2
455,True,FN,TP,TP,TP,Spring-Cloud-Platform,project.parent_ace-infrastructure.artifactId,ace-infrastructure/ace-monitor/pom.xml,ace-infrastructure,NAME,maven,project.artifactId,ace-infrastructure,ace-infrastructure/pom.xml,NAME,maven,1
456,False,TN,TN,TN,FP,Spring-Cloud-Platform,logging.level.com.github.wxiaoqi.cloud.gate.v2,ace-modules/ace-generator/src/main/resources/application.yml,info,UNKNOWN,spring,logging.level.org.springframework,info,ace-modules/ace-sample/src/main/resources/application.yml,UNKNOWN,spring,1
457,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven,1
459,False,FP,TN,FP,FP,Spring-Cloud-Platform,FROM,ace-gate/src/main/docker/Dockerfile,livingobjects/jre8,PATH,docker,FROM,livingobjects/jre8,ace-modules/ace-admin/src/main/docker/Dockerfile,PATH,docker,3
460,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.artifactId,ace-dev-base/ace-common/pom.xml,fastjson,NAME,maven,project.dependencies.dependency_fastjson.artifactId,fastjson,ace-modules/ace-admin/pom.xml,NAME,maven,2
462,True,FN,TP,TP,FN,Spring-Cloud-Platform,project.artifactId,ace-gate/pom.xml,ace-gate,NAME,maven,project.modules.module,ace-gate,pom.xml,NAME,maven,2
463,True,TP,FN,TP,TP,Spring-Cloud-Platform,project.dependencies.dependency_ace-api.groupId,ace-modules/ace-sample/pom.xml,com.github.wxiaoqi,NAME,maven,project.parent_ace-modules.groupId,com.github.wxiaoqi,ace-modules/ace-sample/pom.xml,NAME,maven,1
465,False,FP,TN,FP,TN,Spring-Cloud-Platform,ribbon.MaxAutoRetriesNextServer,ace-modules/ace-generator/src/main/resources/application.yml,1,NUMBER,spring,ribbon.MaxAutoRetriesNextServer,1,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,2
469,False,FP,FP,FP,TN,Spring-Cloud-Platform,project.dependencies.dependency_lucene-highlighter.groupId,ace-modules/ace-tool/pom.xml,org.apache.lucene,NAME,maven,project.dependencies.dependency_lucene-queryparser.groupId,org.apache.lucene,ace-modules/ace-tool/pom.xml,NAME,maven,3
470,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.build.plugins.plugin_maven-compiler-plugin.artifactId,ace-dev-base/ace-common/pom.xml,maven-compiler-plugin,NAME,maven,project.build.plugins.plugin_maven-compiler-plugin.artifactId,maven-compiler-plugin,ace-gate/pom.xml,NAME,maven,2
474,True,TP,FN,TP,TP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,ace-gate/pom.xml,spring-cloud-starter-openfeign,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,spring-cloud-starter-openfeign,ace-modules/ace-tool/pom.xml,NAME,maven,1
475,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.artifactId,ace-modules/ace-generator/pom.xml,ace-generator,NAME,maven,project.build.finalName,ace-generator,ace-modules/ace-generator/pom.xml,NAME,maven,2
476,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,ace-modules/ace-admin/pom.xml,spring-boot-starter-jdbc,NAME,maven,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,spring-boot-starter-jdbc,ace-modules/ace-generator/pom.xml,NAME,maven,2
478,False,FP,TN,TN,TN,Spring-Cloud-Platform,management.endpoints.web.exposure.include,ace-modules/ace-admin/src/main/resources/application.yml,*,UNKNOWN,spring,management.endpoints.web.exposure.include,*,ace-modules/ace-sample/src/main/resources/application.yml,UNKNOWN,spring,1
480,True,TP,FN,TP,TP,Spring-Cloud-Platform,project.build.plugins.plugin_maven-compiler-plugin.configuration.target,ace-gate/pom.xml,target:1.8,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-compiler-plugin.configuration.target,target:1.8,ace-modules/ace-admin/pom.xml,VERSION_NUMBER,maven,1
481,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.groupId,ace-dev-base/ace-common/pom.xml,javax.servlet,NAME,maven,project.dependencies.dependency_javax.servlet-api.groupId,javax.servlet,ace-modules/ace-sample/pom.xml,NAME,maven,1
483,False,TN,TN,FP,TN,Spring-Cloud-Platform,hystrix.threadpool.default.coreSize,ace-modules/ace-admin/src/main/resources/application.yml,1000,NUMBER,spring,hystrix.threadpool.default.coreSize,1000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,1
485,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.modelVersion,ace-infrastructure/ace-monitor/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-admin/pom.xml,VERSION_NUMBER,maven,2
486,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven,2
487,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_ace-common.artifactId,ace-dev-base/ace-auth-sdk/pom.xml,ace-common,NAME,maven,project.dependencies.dependency_ace-common.artifactId,ace-common,ace-modules/ace-sample/pom.xml,NAME,maven,2
489,False,TN,TN,FP,TN,Spring-Cloud-Platform,spring.datasource.timeBetweenEvictionRunsMillis,ace-modules/ace-admin/src/main/resources/application.yml,60000,TIME,spring,ribbon.ReadTimeout,60000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,1
490,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.artifactId,ace-api/pom.xml,ace-api,NAME,maven,project.dependencies.dependency_ace-api.artifactId,ace-api,ace-modules/ace-admin/pom.xml,NAME,maven,1
491,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.version,ace-modules/ace-admin/pom.xml,javax.servlet-api:3.1.0,VERSION_NUMBER,maven,project.dependencies.dependency_javax.servlet-api.version,javax.servlet-api:3.1.0,ace-modules/ace-sample/pom.xml,VERSION_NUMBER,maven,2
493,False,FP,TN,TN,TN,Spring-Cloud-Platform,feign.httpclient.enabled,ace-modules/ace-admin/src/main/resources/application.yml,FALSE,BOOLEAN,spring,feign.httpclient.enabled,FALSE,ace-modules/ace-sample/src/main/resources/application.yml,BOOLEAN,spring,1
494,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_commons-lang3.groupId,ace-dev-base/ace-common/pom.xml,org.apache.commons,NAME,maven,project.dependencies.dependency_commons-lang3.groupId,org.apache.commons,ace-modules/ace-admin/pom.xml,NAME,maven,2
495,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.parent_ace-security.artifactId,ace-api/pom.xml,ace-security,NAME,maven,project.parent_ace-security.artifactId,ace-security,ace-modules/ace-nlp/pom.xml,NAME,maven,1
496,False,FP,TN,FP,TN,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-openfeign-core.groupId,ace-dev-base/ace-auth-sdk/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,ace-modules/ace-generator/pom.xml,NAME,maven,2
497,False,TN,TN,FP,TN,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-actuator.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ace-modules/ace-generator/pom.xml,NAME,maven,1
499,True,TP,FN,FN,TP,Spring-Cloud-Platform,project.modelVersion,ace-dev-base/ace-auth-sdk/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-generator/pom.xml,VERSION_NUMBER,maven,2
