index,rating,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,llama3:8b,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology
229,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application-prod.yml,PASSWORD,spring
230,True,TP,TP,TP,TP,mall,project.dependencies.dependency_mall-security.artifactId,mall-portal/pom.xml,mall-security,NAME,maven,project.artifactId,mall-security,mall-security/pom.xml,NAME,maven
232,False,TN,TN,FP,FP,mall,services.minio.ports.in,document/docker/docker-compose-env.yml,9001,PORT,docker-compose,services.minio.ports.out,9001,document/docker/docker-compose-env.yml,PORT,docker-compose
233,False,TN,TN,FP,FP,mall,spring.datasource.password,mall-search/src/main/resources/application-dev.yml,root,PASSWORD,spring,spring.datasource.username,root,mall-search/src/main/resources/application-dev.yml,USERNAME,spring
234,True,TP,TP,FN,FN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,project.parent_mall.artifactId,mall,mall-portal/pom.xml,NAME,maven
235,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-prod.yml,mall,UNKNOWN,spring,project.parent_mall.artifactId,mall,mall-common/pom.xml,NAME,maven
236,False,TN,TN,TN,TN,mall,project.packaging,mall-admin/pom.xml,jar,TYPE,maven,project.packaging,jar,mall-security/pom.xml,TYPE,maven
237,False,TN,TN,FP,FP,mall,services.elasticsearch.ports.in,document/docker/docker-compose-env.yml,9200,PORT,docker-compose,services.elasticsearch.ports.out,9200,document/docker/docker-compose-env.yml,PORT,docker-compose
238,True,TP,TP,FN,TP,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker
239,True,TP,TP,FN,TP,mall,project.dependencies.dependency_jjwt.artifactId,mall-security/pom.xml,jjwt,NAME,maven,project.dependencyManagement.dependencies.dependency_jjwt.artifactId,jjwt,pom.xml,NAME,maven
240,True,TP,FN,FN,TP,mall,project.parent_mall.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven
241,True,TP,TP,FN,FN,mall,project.artifactId,mall-search/pom.xml,mall-search,NAME,maven,project.modules.module,mall-search,pom.xml,NAME,maven
242,True,TP,TP,TP,TP,mall,project.dependencies.dependency_mall-mbg.artifactId,mall-admin/pom.xml,mall-mbg,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,mall-mbg,pom.xml,NAME,maven
243,False,FP,TN,TN,TN,mall,project.groupId,mall-demo/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven
244,True,FN,FN,TP,TP,mall,project.modelVersion,mall-admin/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-mbg/pom.xml,VERSION_NUMBER,maven
245,False,TN,TN,TN,FP,mall,project.parent_mall.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-portal/pom.xml,VERSION_NUMBER,maven
246,False,TN,TN,FP,TN,mall,services.logstash.container_name,document/docker/docker-compose-env.yml,logstash,NAME,docker-compose,logstash.host,logstash,mall-portal/src/main/resources/application-prod.yml,URL,spring
248,False,TN,TN,TN,TN,mall,logging.level.root,mall-admin/src/main/resources/application-dev.yml,info,UNKNOWN,spring,logging.level.root,info,mall-portal/src/main/resources/application-prod.yml,UNKNOWN,spring
249,False,TN,TN,FP,FP,mall,services.mall-portal.container_name,document/docker/docker-compose-app.yml,mall-portal,NAME,docker-compose,project.name,mall-portal,mall-portal/pom.xml,NAME,maven
250,False,TN,TN,TN,TN,music-website,compilerOptions.esModuleInterop,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.useDefineForClassFields,TRUE,music-client/tsconfig.json,BOOLEAN,tsconfig
251,True,FN,TP,FN,TP,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven
252,False,TN,TN,FP,TN,music-website,minio.access-key,music-server/src/main/resources/application-dev.properties,root,UNKNOWN,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring
253,False,TN,TN,TN,TN,music-website,compilerOptions.skipLibCheck,music-manage/tsconfig.json,TRUE,IP_ADDRESS,tsconfig,compilerOptions.sourceMap,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig
254,False,TN,TN,TN,TN,music-website,compilerOptions.allowSyntheticDefaultImports,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.strict,TRUE,music-client/tsconfig.json,BOOLEAN,tsconfig
255,False,TN,TN,TN,FP,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
256,False,TN,TN,TN,TN,music-website,spring.redis.database,music-server/src/main/resources/application.properties,0,NAME,spring,spring.redis.lettuce.pool.min-idle,0,music-server/src/main/resources/application.properties,ID,spring
257,False,TN,TN,TN,TN,music-website,compilerOptions.skipLibCheck,music-client/tsconfig.json,TRUE,IP_ADDRESS,tsconfig,compilerOptions.sourceMap,TRUE,music-client/tsconfig.json,BOOLEAN,tsconfig
258,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-mail.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.exclusions.exclusion_spring-boot-starter-logging.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
259,False,TN,TN,TN,TN,music-website,compilerOptions.module,music-client/tsconfig.json,esnext,UNKNOWN,tsconfig,compilerOptions.target,esnext,music-manage/tsconfig.json,VERSION_NUMBER,tsconfig
260,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
261,False,FP,TN,FP,TN,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring
263,False,TN,TN,TN,TN,music-website,compilerOptions.module,music-client/tsconfig.json,esnext,UNKNOWN,tsconfig,compilerOptions.target,esnext,music-client/tsconfig.json,VERSION_NUMBER,tsconfig
264,False,FP,TN,FP,TN,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring
266,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-test.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
267,False,FP,TN,TN,TN,music-website,mail.address,music-server/src/main/resources/application.yml,None,IP_ADDRESS,spring,spring.mail.password,None,music-server/src/main/resources/application.yml,PASSWORD,spring
268,True,TP,TP,FN,TP,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven
269,False,TN,TN,TN,TN,music-website,compilerOptions.useDefineForClassFields,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.skipLibCheck,TRUE,music-manage/tsconfig.json,IP_ADDRESS,tsconfig
270,False,TN,TN,TN,TN,music-website,compilerOptions.esModuleInterop,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.strict,TRUE,music-client/tsconfig.json,BOOLEAN,tsconfig
271,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-log4j.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
272,True,TP,TP,FN,TP,music-website,services.web.ports.out,music-server/docker-server/docker-compose.yml,8888,PORT,docker-compose,server.port,8888,music-server/src/main/resources/application.properties,PORT,spring
273,False,TN,TN,TN,TN,music-website,compilerOptions.sourceMap,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.allowSyntheticDefaultImports,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig
277,False,TN,TN,TN,TN,music-website,compilerOptions.allowSyntheticDefaultImports,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,music-client/tsconfig.json,PATH,tsconfig
278,False,TN,TN,TN,TN,music-website,compilerOptions.allowSyntheticDefaultImports,music-manage/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,music-manage/tsconfig.json,PATH,tsconfig
279,False,TN,TN,TN,TN,music-website,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-log4j.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
280,False,TN,TN,FP,TN,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
281,False,TN,TN,TN,TN,music-website,compilerOptions.sourceMap,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.useDefineForClassFields,TRUE,music-client/tsconfig.json,BOOLEAN,tsconfig
282,False,FP,TN,TN,TN,music-website,compilerOptions.module,music-client/tsconfig.json,esnext,UNKNOWN,tsconfig,compilerOptions.target,esnext,music-manage/tsconfig.json,VERSION_NUMBER,tsconfig
283,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
284,False,TN,TN,TN,TN,music-website,project.repositories.repository_nexus-aliyun.snapshots.enabled,music-server/pom.xml,FALSE,BOOLEAN,maven,spring.devtools.restart.enabled,FALSE,music-server/src/main/resources/application.properties,BOOLEAN,spring
285,False,TN,TN,TN,TN,music-website,mail.address,music-server/src/main/resources/application.yml,None,IP_ADDRESS,spring,spring.mail.password,None,music-server/src/main/resources/application.yml,PASSWORD,spring
287,False,FP,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-web.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
288,False,TN,TN,TN,TN,music-website,compilerOptions.esModuleInterop,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.sourceMap,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig
289,False,TN,TN,FP,TN,music-website,private,music-manage/package.json,TRUE,BOOLEAN,nodejs,compilerOptions.allowSyntheticDefaultImports,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig
290,False,TN,TN,FP,TN,music-website,private,music-client/package.json,TRUE,BOOLEAN,nodejs,spring.mail.properties.mail.smtp.auth,TRUE,music-server/src/main/resources/application.yml,BOOLEAN,spring
292,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-log4j.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
293,True,FN,TP,TP,FN,music-website,services.db.environment.MYSQL_PASSWORD,music-server/docker-server/docker-compose.yml,123456,PASSWORD,docker-compose,spring.datasource.password,123456,music-server/src/main/resources/application-prod.properties,PASSWORD,spring
294,False,TN,TN,TN,TN,music-website,compilerOptions.useDefineForClassFields,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,private,TRUE,music-manage/package.json,BOOLEAN,nodejs
295,False,TN,TN,TN,TN,music-website,private,music-client/package.json,TRUE,BOOLEAN,nodejs,compilerOptions.forceConsistentCasingInFileNames,TRUE,music-client/tsconfig.json,PATH,tsconfig
296,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-mail.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
297,False,TN,TN,TN,TN,music-website,compilerOptions.esModuleInterop,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,spring.mail.properties.mail.smtp.starttls.enable,TRUE,music-server/src/main/resources/application.yml,BOOLEAN,spring
298,False,TN,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven
299,False,TN,TN,FP,TN,music-website,compilerOptions.useDefineForClassFields,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.esModuleInterop,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig
300,False,TN,TN,TN,TN,piggymetrics,project.dependencies.dependency_json-path.scope,auth-service/pom.xml,test,UNKNOWN,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.phase,test,notification-service/pom.xml,UNKNOWN,maven
301,False,TN,TN,TN,TN,piggymetrics,services.account-service.logging.options.max-size,docker-compose.yml,10m,SIZE,docker-compose,services.statistics-service.logging.options.max-size,10m,docker-compose.yml,SIZE,docker-compose
302,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-oauth2.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-sleuth.groupId,org.springframework.cloud,gateway/pom.xml,NAME,maven
304,False,TN,TN,TN,TN,piggymetrics,spring.data.mongodb.database,statistics-service/src/test/resources/application.yml,piggymetrics,NAME,spring,project.parent_piggymetrics.artifactId,piggymetrics,turbine-stream-service/pom.xml,NAME,maven
305,False,TN,TN,FP,TN,piggymetrics,CMD.param2,auth-service/Dockerfile,-jar,UNKNOWN,docker,CMD.param2,-jar,config/Dockerfile,UNKNOWN,docker
306,False,TN,TN,FP,TN,piggymetrics,services.config.logging.options.max-size,docker-compose.yml,10m,SIZE,docker-compose,services.statistics-mongodb.logging.options.max-size,10m,docker-compose.yml,SIZE,docker-compose
307,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_de.flapdoodle.embed.mongo.scope,auth-service/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,auth-service/pom.xml,UNKNOWN,maven
308,False,TN,TN,TN,TN,piggymetrics,project.dependencies.dependency_spring-boot-starter-test.scope,auth-service/pom.xml,test,UNKNOWN,maven,spring.mail.password,test,notification-service/src/test/resources/application.yml,PASSWORD,spring
309,False,TN,TN,FP,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,statistics-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,statistics-service/pom.xml,NAME,maven
310,False,FP,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-netflix-hystrix-dashboard.groupId,monitoring/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-netflix-hystrix-stream.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven
311,True,TP,TP,TP,TP,piggymetrics,project.parent_piggymetrics.version,notification-service/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven
312,True,TP,TP,TP,FN,piggymetrics,project.modules.module,pom.xml,statistics-service,NAME,maven,project.artifactId,statistics-service,statistics-service/pom.xml,NAME,maven
313,True,TP,TP,TP,FN,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven
314,False,TN,TN,FP,TN,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.monitoring.restart,always,docker-compose.yml,MODE,docker-compose
315,True,TP,TP,TP,FN,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.artifactId,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven
316,False,FP,TN,FP,FP,piggymetrics,CMD.param0,monitoring/Dockerfile,java,UNKNOWN,docker,CMD.param0,java,notification-service/Dockerfile,UNKNOWN,docker
317,True,TP,FN,FN,FN,piggymetrics,services.rabbitmq.ports.in,docker-compose.dev.yml,5672,PORT,docker-compose,services.rabbitmq.ports.out,5672,docker-compose.dev.yml,PORT,docker-compose
318,False,TN,TN,FP,FP,piggymetrics,FROM,monitoring/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker
319,False,TN,TN,FP,TN,piggymetrics,spring.data.mongodb.database,auth-service/src/test/resources/application.yml,piggymetrics,NAME,spring,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven
320,False,TN,TN,FP,FP,piggymetrics,services.account-mongodb.image,docker-compose.yml,sqshq/piggymetrics-mongodb,IMAGE,docker-compose,services.statistics-mongodb.image,sqshq/piggymetrics-mongodb,docker-compose.yml,IMAGE,docker-compose
321,False,FP,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-bus-amqp.groupId,notification-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-server.groupId,org.springframework.cloud,registry/pom.xml,NAME,maven
322,True,TP,TP,TP,TP,piggymetrics,project.parent_piggymetrics.version,config/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,notification-service/pom.xml,VERSION_NUMBER,maven
323,False,TN,TN,TN,TN,piggymetrics,project.packaging,monitoring/pom.xml,jar,TYPE,maven,project.packaging,jar,notification-service/pom.xml,TYPE,maven
324,False,TN,TN,TN,TN,piggymetrics,project.dependencies.dependency_json-path.scope,statistics-service/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,statistics-service/pom.xml,UNKNOWN,maven
325,False,TN,TN,FP,TN,piggymetrics,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,account-service/pom.xml,report,ID,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,statistics-service/pom.xml,ID,maven
326,True,FN,TP,TP,FN,piggymetrics,services.registry.ports.out,docker-compose.yml,8761,PORT,docker-compose,EXPOSE,8761,registry/Dockerfile,PORT,docker
327,False,TN,TN,FP,TN,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.gateway.restart,always,docker-compose.yml,MODE,docker-compose
328,False,TN,TN,TN,TN,piggymetrics,spring.mail.username,notification-service/src/test/resources/application.yml,test,USERNAME,spring,project.dependencies.dependency_spring-boot-starter-test.scope,test,registry/pom.xml,UNKNOWN,maven
329,False,TN,TN,FP,TN,piggymetrics,project.name,pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,turbine-stream-service/pom.xml,NAME,maven
330,False,TN,TN,TN,TN,piggymetrics,services.account-service.logging.options.max-file,docker-compose.yml,10,NAME,docker-compose,services.monitoring.logging.options.max-file,10,docker-compose.yml,NUMBER,docker-compose
331,True,TP,TP,TP,TP,piggymetrics,services.config.environment.CONFIG_SERVICE_PASSWORD,docker-compose.yml,$CONFIG_SERVICE_PASSWORD,PASSWORD,docker-compose,services.gateway.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,docker-compose.yml,PASSWORD,docker-compose
332,False,TN,TN,TN,TN,piggymetrics,spring.data.mongodb.database,account-service/src/test/resources/application.yml,piggymetrics,NAME,spring,project.parent_piggymetrics.artifactId,piggymetrics,auth-service/pom.xml,NAME,maven
333,False,FP,TN,TN,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,registry/pom.xml,${project.name},NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,${project.name},turbine-stream-service/pom.xml,NAME,maven
334,False,TN,FP,FP,FP,piggymetrics,project.version,gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,monitoring/pom.xml,VERSION_NUMBER,maven
335,False,TN,TN,TN,FP,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.name,piggymetrics,pom.xml,NAME,maven
336,False,FP,FP,FP,TN,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.name,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven
337,False,FP,TN,FP,FP,piggymetrics,FROM,auth-service/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker
338,False,TN,TN,FP,TN,piggymetrics,services.auth-service.restart,docker-compose.yml,always,MODE,docker-compose,services.turbine-stream-service.restart,always,docker-compose.yml,MODE,docker-compose
339,True,TP,TP,TP,FN,piggymetrics,services.account-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose.yml,$CONFIG_SERVICE_PASSWORD,PASSWORD,docker-compose,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,docker-compose.yml,PASSWORD,docker-compose
340,True,FN,TP,TP,FN,piggymetrics,project.parent_piggymetrics.groupId,config/pom.xml,com.piggymetrics,NAME,maven,project.parent_piggymetrics.groupId,com.piggymetrics,notification-service/pom.xml,NAME,maven
341,True,TP,FN,TP,FN,piggymetrics,project.modelVersion,monitoring/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,turbine-stream-service/pom.xml,VERSION_NUMBER,maven
342,False,FP,TN,FP,TN,piggymetrics,version,docker-compose.dev.yml,version:2.1,VERSION_NUMBER,docker-compose,version,version:2.1,docker-compose.yml,VERSION_NUMBER,docker-compose
343,False,FP,TN,FP,FP,piggymetrics,project.artifactId,auth-service/pom.xml,auth-service,NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,auth-service,auth-service/pom.xml,NAME,maven
344,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,account-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,notification-service/pom.xml,NAME,maven
345,True,TP,TP,TP,FN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven
346,True,FN,TP,TP,FN,piggymetrics,project.parent_piggymetrics.artifactId,registry/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,statistics-service/pom.xml,NAME,maven
347,False,TN,TN,TN,TN,piggymetrics,project.dependencies.dependency_spring-boot-starter-web.groupId,auth-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,statistics-service/pom.xml,NAME,maven
348,False,TN,TN,TN,TN,piggymetrics,project.dependencies.dependency_spring-boot-starter-test.scope,account-service/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_json-path.scope,test,notification-service/pom.xml,UNKNOWN,maven
349,False,TN,TN,FP,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,auth-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,auth-service/pom.xml,NAME,maven
350,False,FP,TN,FP,TN,pig,project.dependencies.dependency_spring-boot-starter-undertow.groupId,pig-boot/pom.xml,org.springframework.boot,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-web.exclusions.exclusion_spring-boot-starter-tomcat.groupId,org.springframework.boot,pig-common/pig-common-bom/pom.xml,NAME,maven
351,False,TN,TN,TN,TN,pig,project.packaging,pig-common/pig-common-bom/pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom,pom.xml,TYPE,maven
352,True,FN,TP,FN,TP,pig,project.parent_pig.artifactId,pig-boot/pom.xml,pig,NAME,maven,project.artifactId,pig,pom.xml,NAME,maven
353,True,TP,TP,FN,FN,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-register/pom.xml,VERSION_NUMBER,maven
354,False,TN,TN,TN,TN,pig,project.dependencyManagement.dependencies.dependency_pig-common-mybatis.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-xss.groupId,com.pig4cloud,pig-upms/pig-upms-biz/pom.xml,NAME,maven
355,False,TN,TN,TN,TN,pig,project.profiles.profile_cloud.activation.activeByDefault,pig-visual/pig-quartz/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_flatten-maven-plugin.configuration.updatePomFile,TRUE,pom.xml,BOOLEAN,maven
356,True,FN,FN,TP,FN,pig,project.parent_pig.groupId,pig-upms/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven
357,False,FP,TN,FP,TN,pig,CMD.param2,pig-gateway/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-upms/pig-upms-biz/Dockerfile,UNKNOWN,docker
358,True,TP,TP,FN,TP,pig,project.parent_pig-common.version,pig-common/pig-common-feign/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig-upms.version,version:${revision},pig-upms/pig-upms-api/pom.xml,VERSION_NUMBER,maven
359,True,FN,TP,TP,TP,pig,project.properties.maven.compiler.source,pig-common/pig-common-bom/pom.xml,17,VERSION_NUMBER,maven,project.properties.maven.compiler.source,17,pom.xml,VERSION_NUMBER,maven
360,False,FP,TN,TN,TN,pig,services.pig-codegen.restart,docker-compose.yml,always,MODE,docker-compose,services.pig-quartz.restart,always,docker-compose.yml,MODE,docker-compose
361,False,FP,TN,FP,TN,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-upms/pig-upms-biz/pom.xml,NAME,maven
362,False,TN,TN,FP,TN,pig,ENV.JAVA_OPTS,pig-gateway/Dockerfile,"""",ENVIRONMENT,docker,ENV.JAVA_OPTS,"""",pig-visual/pig-monitor/Dockerfile,ENVIRONMENT,docker
363,False,FP,TN,FP,TN,pig,CMD.param5,pig-boot/Dockerfile,app.jar,PATH,docker,CMD.param5,app.jar,pig-upms/pig-upms-biz/Dockerfile,PATH,docker
